district,subject of transaction,total land transfer area square meters,urban land use zoning,non-urban land Use zoning,non-urban land use planning,transaction year and month,number of transaction pens,transfer level,total floors,building type,main use,main building material,year and month of completion of construction,total area of building transfer square meters,construction status-room,construction status-hall,construction status-bathroom,construction status-compartment,with or without management organization,total price,unit price per square meter,parking category,Car displacement to total area square meters,total parking price,numbers
Freshwater,House and land (land + building) + parking space,91.07,Living,,,1080518,ground1 house1 park3,17,21,residential building,living,steel reinforced concrete construction,1070521.0,376.51,4,2,3,Yes,Yes,36380000,120789.0,parking area,113.82,4650000,RPXPMLLMPHOFFEF96CA
Bali,House and land (land + building) + parking space,14.95,Living,,,1080607,ground1 house1 park1,17,21,residential building,living,reinforced concrete construction,900605.0,182.93,3,2,2,Yes,Yes,16500000,90198.0,mechanical and stereoscopic garage,22.0,0,RPSOMLNLPHOFFEF09CA
Xinzhuang,House and land (land + building) + parking space,16.76,Living,,,1080622,ground1 house1 park1,19,21,residential building,other,reinforced concrete construction,1050914.0,170.48,3,2,2,Yes,Yes,17630000,119969.0,parking area,39.78,1950000,RPWQMLSJQHOFFBF17CA
Linkou,House and land (land + building) + parking space,11.2,Business,,,1080627,ground1 house1 park1,2,21,residential building,other,reinforced concrete construction,1061122.0,155.51,2,2,2,Yes,Yes,12800000,87964.0,parking area,33.87,2100000,RPTNMLTKPHOFFBF86EA
Linkou,House and land (land + building) + parking space,9.99,Business,,,1080605,ground1 house1 park1,14,21,residential building,other,reinforced concrete construction,1061122.0,138.35,2,2,1,Yes,Yes,13200000,95410.0,parking area,30.58,0,RPOPMLPLPHOFFBF68CA
Wugu,House and land (land + building),11.83,Living,,,1080712,ground1 house1 park0,6,9,mansion,living,reinforced concrete construction,861023.0,83.46,2,1,1,Yes,Yes,3860000,46250.0,,0.0,0,RPQPMLNLPHOFFBF68CA
Yonghe,car parking space,2.13,Living,,,1080710,ground0 house0 park1,-1,9,other,other,reinforced concrete construction,860304.0,20.41,0,0,0,Yes,Yes,1000000,,mechanical and stereoscopic garage,20.42,1000000,RPVNMLPLPHOFFHF17CA
Yinge,House and land (land + building) + parking space,24.48,Living,,,1080620,ground1 house1 park1,5,9,mansion,living,reinforced concrete construction,960213.0,143.26,2,2,1,Yes,Yes,6260000,43697.0,parking area,41.32,0,RPPOMLMLPHOFFIF66EA
Xindian,House and land (land + building) + parking space,31.93,Living,,,1080617,ground1 house1 park1,7,9,mansion,living,reinforced concrete construction,990831.0,157.65,3,2,3,Yes,Yes,11500000,72946.0,mechanical and stereoscopic garage,16.31,0,RPQNMLPLPHOFFCF78CA
Taishan,House and land (land + building),11.35,Business,,,1080517,ground1 house1 park0,5,9,mansion,living,reinforced concrete construction,900528.0,101.67,2,2,1,Yes,Yes,7500000,73768.0,,0.0,0,RPTPMLQLPHOFFBF66CA
Sanzhong,House and land (land + building) + parking space,22.9,Living,,,1080613,ground1 house1 park2,4,9,mansion,living,reinforced concrete construction,880623.0,197.11,3,2,2,Yes,Yes,15580000,113764.0,parking area,95.32,4000000,RPSNMLSLPHOFFGF17DA
Freshwater,House and land (land + building),5.06,Living,,,1080708,ground1 house1 park0,2,9,mansion,living,reinforced concrete construction,880703.0,32.0,1,0,1,Yes,Yes,2050000,64063.0,,0.0,0,RPXPMLLJQHOFFEF76CA
Tucheng,House and land (land + building),20.34,Living,,,1080609,ground1 house1 park0,6,9,mansion,living,reinforced concrete construction,821203.0,118.41,3,2,2,Yes,Yes,12000000,101343.0,,0.0,0,RPWNMLTLPHOFFAF96CA
Banqiao,House and land (land + building) + parking space,20.2,Living,,,1080526,ground1 house1 park1,9,9,mansion,living,reinforced concrete construction,880211.0,142.31,3,2,2,Yes,No,16600000,116647.0,parking area,39.28,0,RPQTMLQLPHOFFAF66CA
Luzhou,House and land (land + building) + parking space,25.54,Living,,,1080621,ground1 house1 park1,9,9,mansion,living,reinforced concrete construction,790412.0,142.86,3,2,2,Yes,Yes,12200000,85398.0,mechanical and stereoscopic garage,0.0,0,RPPPMLTLPHOFFGF07CA
Tree,House and land (land + building),5.82,Living,,,1080630,ground1 house1 park0,7,9,suite,living,reinforced concrete construction,851022.0,38.13,1,1,1,Yes,Yes,3000000,78678.0,,0.0,0,RPWTMLMJQHOFFIF57CA
Banqiao,House and land (land + building) + parking space,15.8,Living,,,1080622,ground1 house1 park1,4,9,mansion,living,reinforced concrete construction,840519.0,142.77,3,2,2,Yes,Yes,17350000,121524.0,parking area,0.0,2000000,RPSOMLKMPHOFFAF58DA
Sanzhong,House and land (land + building),12.92,Living,,,1080621,ground3 house1 park0,3,9,mansion,living,reinforced concrete construction,911205.0,104.4,3,2,2,Yes,Yes,11850000,113506.0,,0.0,0,RPUPMLMJQHOFFGF76CA
Tucheng,House and land (land + building),13.75,Business,,,1080622,ground2 house1 park0,8,9,mansion,living,reinforced concrete construction,831110.0,117.19,3,2,2,Yes,Yes,11500000,98131.0,,0.0,0,RPUOMLKMPHOFFAF68CA
Linkou,House and land (land + building) + parking space,54.57,Living,,,1080622,ground1 house1 park1,7,9,mansion,living,reinforced concrete construction,970501.0,229.589999999999,3,2,2,Yes,Yes,19500000,84934.0,parking area,34.75,0,RPRNMLLJQHOFFBF28CA
Xindian,House and land (land + building),19.46,Living,,,1080510,ground1 house1 park0,1,9,mansion,other,reinforced concrete construction,990831.0,96.0899999999999,3,2,2,Yes,Yes,10200000,106150.0,,0.0,0,RPRNMLPJQHOFFCF78CA
Freshwater,House and land (land + building) + parking space,16.31,Living,,,1080707,ground1 house1 park1,3,9,mansion,living,reinforced concrete construction,1041223.0,96.21,2,2,1,Yes,Yes,6000000,62364.0,mechanical and stereoscopic garage,16.89,0,RPVPMLSJQHOFFEF27CA
Luzhou,House and land (land + building) + parking space,22.22,Living,,,1080708,ground1 house1 park1,2,9,mansion,living,reinforced concrete construction,840127.0,141.02,3,2,2,Yes,Yes,9000000,63821.0,parking area,0.0,0,RPSOMLRJQHOFFGF96CA
Taishan,House and land (land + building) + parking space,18.98,Living,,,1080625,ground1 house1 park1,9,9,mansion,living,reinforced concrete construction,930423.0,130.07999999999902,3,2,2,Yes,Yes,12000000,99479.0,parking area,24.53,1500000,RPUUMLRJQHOFFBF37DA
Yinge,House and land (land + building) + parking space,39.39,Living,,,1080705,ground1 house1 park1,4,9,mansion,living,reinforced concrete construction,950509.0,192.74,3,2,2,Yes,Yes,8800000,45657.0,parking area,41.94,0,RPRNMLKMPHOFFIF66EA
Tucheng,House and land (land + building) + parking space,27.97,Living,,,1080325,ground1 house1 park1,5,9,mansion,living,reinforced concrete construction,1030509.0,180.06,3,2,2,Yes,Yes,17000000,94413.0,parking area,40.53,0,RPPPMLQLPHOFFAF78CA
Wugu,House and land (land + building) + parking space,20.86,Living,,,1080602,ground1 house1 park1,7,9,mansion,living,reinforced concrete construction,840315.0,138.16,3,2,2,Yes,Yes,8900000,64418.0,parking area,0.0,0,RPQTMLQKPHOFFBF66CA
Luzhou,car parking space,0.54,Living,,,1080628,ground0 house0 park3,1,9,other,living,reinforced concrete construction,860128.0,71.8,0,0,0,Yes,No,2050000,,mechanical and stereoscopic garage,71.79,0,RPQNMLMLPHOFFGF88CA
Zhonghe,House and land (land + building),6.01,Living,,,1080630,ground1 house1 park0,3,9,suite,living,reinforced concrete construction,890712.0,27.52,1,0,1,Yes,Yes,4800000,174419.0,,0.0,0,RPVNMLMKPHOFFHF76CA
Yinge,House and land (land + building),24.06,Living,,,1080612,ground1 house1 park0,"1,2",9,mansion,business,reinforced concrete construction,890310.0,118.02,0,0,0,No,Yes,12000000,101678.0,,0.0,0,RPWNMLLLQHOFFIF07CA
Sanzhong,House and land (land + building) + parking space,23.55,Living,,,1080531,ground1 house1 park1,5,9,mansion,living,reinforced concrete construction,951228.0,145.13,3,2,2,Yes,Yes,14850000,102322.0,mechanical and stereoscopic garage,23.87,0,RPTNMLOLPHOFFGF76CA
Xinzhuang,House and land (land + building) + parking space,27.35,Living,,,1080619,ground1 house1 park1,7,9,mansion,living,reinforced concrete construction,880507.0,172.25,3,1,2,Yes,Yes,17036800,98907.0,parking area,37.89,0,RPQPMLRKPHOFFBF98CA
Wugu,House and land (land + building),20.95,Living,,,1080624,ground1 house1 park0,9,9,mansion,living,reinforced concrete construction,890309.0,107.13,3,2,2,Yes,Yes,7000000,65341.0,,0.0,0,RPOTMLNLPHOFFBF88CA
Freshwater,House and land (land + building) + parking space,16.47,Living,,,1080630,ground1 house1 park1,7,9,mansion,living,reinforced concrete construction,1010824.0,95.03,2,2,2,Yes,Yes,6700000,70504.0,parking area,23.97,0,RPTNMLRKPHOFFEF76CA
Wugu,House and land (land + building) + parking space,20.29,Living,,,1080611,ground1 house1 park1,4,9,mansion,living,reinforced concrete construction,840315.0,139.01999999999902,2,2,2,Yes,Yes,9300000,66897.0,parking area,0.0,0,RPOQMLMLPHOFFBF48CA
Wugu,House and land (land + building),30.96,Living,,,1080620,ground2 house1 park0,2,9,mansion,other,reinforced concrete construction,1070927.0,114.21,3,1,2,Yes,Yes,8080000,70747.0,,0.0,0,RPQNMLLKQHOFFBF28CA
Wugu,House and land (land + building) + parking space,24.65,Living,,,1080518,ground2 house1 park1,1,9,mansion,other,reinforced concrete construction,1070927.0,118.61,3,1,1,Yes,Yes,9410000,85553.0,parking area,28.49,1700000,RPRNMLLKQHOFFBF38CA
Tree,House and land (land + building),5.82,Living,,,1080627,ground1 house1 park0,9,9,suite,living,reinforced concrete construction,851022.0,38.13,1,1,1,Yes,Yes,2850000,74744.0,,0.0,0,RPRNNLSKPHOFFIF17CA
Tree,House and land (land + building),15.08,Living,,,1080630,ground1 house1 park0,9,9,mansion,living,reinforced concrete construction,851022.0,88.12,2,2,1,Yes,Yes,6700000,76033.0,,0.0,0,RPSNMLQLPHOFFIF07CA
Zhonghe,House and land (land + building),12.41,Living,,,1080614,ground1 house1 park0,1,9,mansion,other,reinforced concrete construction,890904.0,76.5,2,2,1,Yes,Yes,7350000,96078.0,,0.0,0,RPXOMLQLPHOFFHF57CA
Yonghe,House and land (land + building) + parking space,21.41,Living,,,1080613,ground1 house1 park1,6,9,mansion,living,reinforced concrete construction,850921.0,157.74,3,2,2,Yes,Yes,19000000,120451.0,parking area,35.08,0,RPROMLTKPHOFFHF17CA
Linkou,House and land (land + building) + parking space,42.15,Living,,,1080629,ground1 house1 park1,6,9,mansion,other,reinforced concrete construction,1040901.0,176.26,3,2,2,Yes,No,11500000,65245.0,parking area,29.75,0,RPPRMLTKPHOFFBF66CA
Xizhi,House and land (land + building),8.76,Business,,,1080701,ground1 house1 park0,5,9,mansion,business,reinforced concrete construction,800416.0,77.16,3,1,2,Yes,Yes,6500000,84241.0,,0.0,0,RPROMLLMPHOFFDF98EA
Banqiao,House and land (land + building) + parking space,14.51,Business,,,1080627,ground1 house1 park1,6,9,mansion,other,reinforced concrete construction,890314.0,117.21,2,2,1,Yes,Yes,13960000,119102.0,parking area,34.46,0,RPQNMLKLPHOFFAF08CA
Banqiao,House and land (land + building) + parking space,28.39,Living,,,1080621,ground1 house1 park1,2,9,mansion,living,reinforced concrete construction,940510.0,105.39,2,2,1,Yes,Yes,9500000,90141.0,garage,23.13,0,RPROMLMLPHOFFAF48CA
Xinzhuang,House and land (land + building),20.94,Living,,,1080630,ground1 house1 park0,7,9,mansion,living,reinforced concrete construction,871118.0,103.18,3,1,1,Yes,Yes,9300000,90134.0,,0.0,0,RPQNMLNLPHOFFBF48CA
Xizhi,House and land (land + building) + parking space,59.89,,hillside conservation area,hillside conservation,1080625,ground1 house1 park1,5,9,mansion,living,reinforced concrete construction,880125.0,183.34,3,2,2,Yes,Yes,8800000,47998.0,mechanical and stereoscopic garage,0.0,0,RPRNMLRLPHOFFDF56CA
Xinzhuang,House and land (land + building),13.75,Living,,,1080622,ground1 house1 park0,2,7,mansion,living,reinforced concrete construction,810826.0,78.99,2,1,1,Yes,Yes,7700000,97481.0,,0.0,0,RPUNMLNLPHOFFBF88CA
Xinzhuang,House and land (land + building),19.42,Living,,,1080702,ground1 house1 park0,4,7,mansion,living,reinforced concrete construction,841028.0,103.78,3,2,2,Yes,Yes,9800000,94431.0,,0.0,0,RPSQMLPLPHOFFBF56CA
Xindian,House and land (land + building),16.64,Living,,,1080601,ground1 house1 park0,5,7,mansion,living,reinforced concrete construction,830427.0,89.52,3,2,2,Yes,Yes,8000000,89366.0,,0.0,0,RPPNMLPLPHOFFCF68CA
Sanzhong,House and land (land + building),13.0,Living,,,1080626,ground4 house1 park0,3,7,mansion,living,reinforced concrete construction,810104.0,82.26,5,0,5,Yes,No,9000000,109409.0,,0.0,0,RPTPMLNLPHOFFGF86CA
Sanzhong,House and land (land + building) + parking space,22.33,Living,,,1080709,ground1 house1 park1,2,7,mansion,other,reinforced concrete construction,1071226.0,89.02,2,1,1,Yes,Yes,10680000,105275.0,Vertical lifting mechanical parking system,1.82,1500000,RPSOMLKMPHOFFGF09CA
Sanzhong,House and land (land + building) + parking space,22.33,Living,,,1080709,ground1 house1 park1,5,7,mansion,other,reinforced concrete construction,1071226.0,86.73,2,1,1,Yes,Yes,10850000,111883.0,Vertical lifting mechanical parking system,1.82,1350000,RPVOMLKMPHOFFGF76CA
Sanzhong,House and land (land + building) + parking space,26.91,Living,,,1080625,ground1 house1 park1,4,7,mansion,other,reinforced concrete construction,1071226.0,104.169999999999,2,1,1,Yes,Yes,12600000,109917.0,Vertical lifting mechanical parking system,1.82,1350000,RPOOMLMKQHOFFGF78CA
Freshwater,House and land (land + building) + parking space,26.58,Living,,,1080626,ground1 house1 park1,4,7,mansion,living,reinforced concrete construction,1031028.0,142.23,3,2,2,Yes,Yes,8300000,64870.0,parking area,32.78,1200000,RPTPMLMJQHOFFEF56DA
Tucheng,House and land (land + building) + parking space,21.89,Living,,,1070619,ground1 house1 park1,7,7,mansion,living,reinforced concrete construction,831123.0,161.6,3,2,2,Yes,Yes,7000000,43317.0,parking area,34.18,0,RPROMLNJRHOFFAF78EA
Freshwater,House and land (land + building),17.37,Living,,,1080612,ground1 house1 park0,3,7,mansion,living,reinforced concrete construction,821209.0,109.67,3,2,2,Yes,Yes,5150000,46959.0,,0.0,0,RPWNMLQLQHOFFEF37EA
Zhonghe,House and land (land + building) + parking space,25.21,Living,,,1080624,ground1 house1 park1,3,7,mansion,living,reinforced concrete construction,950526.0,164.41,3,2,2,Yes,Yes,16360000,127663.0,mechanical and stereoscopic garage,48.01,1500000,RPQPMLQLPHOFFHF07DA
Luzhou,House and land (land + building),19.44,Living,,,1080623,ground1 house1 park0,6,7,mansion,living,reinforced concrete construction,820216.0,103.58,3,2,2,Yes,Yes,9980000,96351.0,,0.0,0,RPVNMLNJQHOFFGF86DA
Tree,House and land (land + building),26.91,Living,,,1080704,ground1 house1 park0,2,7,mansion,other,reinforced concrete construction,1070919.0,90.86,2,2,1,Yes,Yes,7580000,83425.0,,0.0,0,RPTPMLOLPHOFFIF17CA
Yinge,House and land (land + building),51.85,Living,,,1080608,ground1 house1 park0,7,7,mansion,living,reinforced concrete construction,901213.0,178.22,4,2,2,Yes,No,9500000,53305.0,,0.0,0,RPQNMLQLPHOFFIF86CA
Sanzhong,House and land (land + building) + parking space,17.66,Business,,,1080620,ground1 house1 park1,4,7,mansion,other,reinforced concrete construction,1060217.0,111.76,2,2,1,Yes,Yes,4000000,35791.0,mechanical and stereoscopic garage,15.22,0,RPTNMLRJQHOFFGF96CA
Luzhou,House and land (land + building) + parking space,21.62,Living,,,1080715,ground1 house1 park1,2,7,mansion,living,reinforced concrete construction,831008.0,139.709999999999,3,2,2,Yes,Yes,11600000,83029.0,parking area,0.0,0,RPQNMLTJQHOFFGF86CA
Freshwater,House and land (land + building) + parking space,74.64,Living,,,1080706,ground1 house1 park1,6,7,mansion,living,reinforced concrete construction,1041127.0,255.14,4,2,2,Yes,No,22000000,92865.0,parking area,31.16,1200000,RPOOMLQLQHOFFEF09CA
Xindian,House and land (land + building),17.32,Living,,,1080708,ground1 house1 park0,2,7,mansion,living,reinforced concrete construction,1020130.0,124.63,3,2,1,Yes,Yes,12850000,103105.0,,0.0,0,RPPNMLSKQHOFFCF98CA
Xindian,House and land (land + building) + parking space,117.89,,hillside conservation area,hillside conservation,1080614,ground2 house1 park2,3,7,mansion,living,reinforced concrete construction,1010822.0,286.5,2,2,2,Yes,Yes,16500000,57592.0,parking area,53.76,0,RPVOMLPJQHOFFCF66CA
Banqiao,House and land (land + building),12.54,Living,,,1080522,ground1 house1 park0,6,7,mansion,other,reinforced concrete construction,1080218.0,70.22,2,1,1,Yes,Yes,12750000,181572.0,,0.0,0,RPPNMLKLQHOFFAF08CA
Banqiao,House and land (land + building),9.86,Living,,,1080522,ground1 house1 park0,7,7,mansion,other,reinforced concrete construction,1080218.0,57.5,1,1,1,Yes,Yes,10440000,181565.0,,0.0,0,RPQNMLKLQHOFFAF18CA
Xindian,House and land (land + building) + parking space,14.33,Living,,,1080625,ground1 house1 park1,4,7,mansion,living,reinforced concrete construction,860611.0,104.77,2,2,1,Yes,Yes,8000000,76358.0,mechanical and stereoscopic garage,26.24,0,RPPOMLNKQHOFFCF58CA
Freshwater,House and land (land + building),17.15,Living,,,1080613,ground1 house1 park0,3,7,mansion,living,reinforced concrete construction,1031028.0,83.48,2,2,1,Yes,Yes,5000000,59895.0,,0.0,0,RPPQMLPLPHOFFEF56CA
Sanzhi,House and land (land + building),7.73,Living,,,1080711,ground1 house1 park0,7,7,mansion,living,reinforced concrete construction,860809.0,49.12,1,1,1,Yes,Yes,1500000,30537.0,,0.0,0,RPWQMLLMPHOFFEF96CA
Sanzhi,House and land (land + building) + parking space,26.26,Living,,,1080707,ground1 house1 park2,3,7,mansion,living,reinforced concrete construction,861117.0,191.26999999999902,3,2,1,Yes,Yes,4100000,21436.0,parking area,70.72,0,RPSQMLPKQHOFFEF86CA
Zhonghe,House and land (land + building),82.96,Factory,,,1080628,ground1 house1 park0,5,7,office,factory,reinforced concrete construction,860913.0,442.31,0,0,0,No,Yes,39471000,89238.0,,0.0,0,RPOOMLPLPHOFFHF56CA
Zhonghe,House and land (land + building) + parking space,28.86,Living,,,1080612,ground1 house1 park1,7,7,mansion,living,reinforced concrete construction,810601.0,187.39,1,0,2,Yes,Yes,21800000,116329.0,mechanical and stereoscopic garage,24.74,0,RPQRMLRLQHOFFHF37CA
Tree,House and land (land + building),20.08,Living,,,1080606,ground1 house1 park0,4,7,mansion,living,reinforced concrete construction,841027.0,120.15,3,2,2,Yes,Yes,8700000,72416.0,,0.0,0,RPQQMLOLPHOFFIF96CA
Yinge,House and land (land + building),16.48,Living,,,1080624,ground1 house1 park0,5,7,mansion,living,reinforced concrete construction,860612.0,91.91,2,1,1,Yes,Yes,4070000,44282.0,,0.0,0,RPXPMLOLPHOFFIF57CA
Freshwater,House and land (land + building),17.1,Living,,,1080601,ground1 house1 park0,3,7,mansion,living,reinforced concrete construction,860217.0,82.78,5,2,2,Yes,Yes,6730000,81300.0,,0.0,0,RPORMLTLPHOFFEF07DA
Xizhi,House and land (land + building),25.07,Living,,,1080625,ground1 house1 park0,7,7,mansion,living,reinforced concrete construction,781211.0,117.81,3,2,2,Yes,No,10390000,88193.0,,0.0,0,RPOOMLQLPHOFFDF09EA
Freshwater,House and land (land + building) + parking space,38.8,Living,,,1080614,ground2 house1 park1,5,7,mansion,living,reinforced concrete construction,1030314.0,179.82999999999902,3,2,2,Yes,Yes,9280000,51604.0,parking area,39.35,0,RPURMLRLQHOFFEF67EA
Xinzhuang,House and land (land + building),15.82,Living,,,1080611,ground1 house1 park0,4,7,mansion,living,reinforced concrete construction,850518.0,90.25,3,1,1,Yes,Yes,9000000,99723.0,,0.0,0,RPXPMLTLPHOFFBF47DA
Tucheng,House and land (land + building) + parking space,80.48,Other,,,1080617,ground2 house1 park1,6,7,mansion,living,reinforced concrete construction,810402.0,201.12,4,2,2,Yes,Yes,9600000,51500.0,parking area,34.13,1000000,RPXPMLLJQHOFFAF09DA
Yinge,House and land (land + building),20.87,Living,,,1080625,ground1 house1 park0,6,7,mansion,living,reinforced concrete construction,850205.0,134.89,3,2,2,Yes,Yes,6500000,48187.0,,0.0,0,RPWRMLLMPHOFFIF47CA
Three Gorges,House and land (land + building),42.61,,hillside conservation area,hillside conservation,1080622,ground1 house1 park0,5,7,mansion,living,reinforced concrete construction,870504.0,103.72,3,2,2,Yes,Yes,3380000,32588.0,,0.0,0,RPQNMLTLPHOFFIF17CA
Luzhou,House and land (land + building) + parking space,27.51,Living,,,1080701,ground1 house1 park1,2,7,mansion,living,reinforced concrete construction,801001.0,150.46,3,2,2,Yes,No,15000000,99694.0,parking area,0.0,0,RPXOMLRJQHOFFGF47CA
Luzhou,House and land (land + building),16.86,Living,,,1080707,ground1 house1 park0,6,7,mansion,living,reinforced concrete construction,860725.0,89.14,3,2,2,Yes,No,10080000,113081.0,,0.0,0,RPTPMLPJQHOFFGF96CA
Sanzhong,House and land (land + building),12.0,Living,,,1071025,ground4 house1 park0,7,7,mansion,living,reinforced concrete construction,720504.0,90.32,3,2,1,Yes,No,9000000,99646.0,,0.0,0,RPWNMLKMPHOFFGF76CA
Luzhou,House and land (land + building),19.44,Living,,,1080703,ground1 house1 park0,2,7,mansion,living,reinforced concrete construction,1030314.0,106.31,2,2,1,Yes,Yes,10950000,103001.0,,0.0,0,RPSPMLQLPHOFFGF07CA
Xizhi,House and land (land + building),22.07,Living,,,1080705,ground1 house1 park0,7,7,mansion,living,reinforced concrete construction,950208.0,121.39,3,2,2,Yes,Yes,11380000,93747.0,,0.0,0,RPWOMLTKQHOFFDF37CA
Wugu,House and land (land + building) + parking space,49.79,Living,,,1080626,ground1 house1 park1,5,7,mansion,other,reinforced concrete construction,911105.0,155.86,3,2,2,Yes,Yes,9100000,58386.0,parking area,0.0,0,RPTRMLTLPHOFFBF17CA
Linkou,House and land (land + building) + parking space,66.99,Living,,,1080701,ground1 house1 park1,"2,3",7,mansion,living,reinforced concrete construction,960417.0,189.36,4,2,2,Yes,Yes,12500000,66012.0,parking area,24.3,0,RPQRMLQLPHOFFBF56CA
Banqiao,House and land (land + building),14.43,Living,,,1080605,ground1 house1 park0,6,7,mansion,living,reinforced concrete construction,860109.0,87.94,2,2,1,Yes,Yes,12500000,142142.0,,0.0,0,RPTOMLSJQHOFFAF56CA
Tucheng,House and land (land + building) + parking space,26.91,Living,,,1080629,ground2 house1 park1,5,7,mansion,living,reinforced concrete construction,780821.0,169.7,3,2,2,Yes,No,15000000,88391.0,parking area,12.55,0,RPVOMLLJQHOFFAF68CA
Wugu,House and land (land + building) + parking space,35.04,Living,,,1080628,ground2 house1 park1,6,7,mansion,other,reinforced concrete construction,1060331.0,138.61,2,2,1,Yes,Yes,9500000,68538.0,parking area,44.88,0,RPRSMLTLPHOFFBF07CA
Linkou,House and land (land + building) + parking space,29.64,Living,,,1080626,ground1 house1 park1,3,7,mansion,other,reinforced concrete construction,1080606.0,128.17,2,2,2,Yes,Yes,9500000,79236.0,parking area,29.73,1700000,RPPQMLQJQHOFFBF88CA
Linkou,House and land (land + building) + parking space,29.64,Living,,,1080626,ground1 house1 park1,5,7,mansion,other,reinforced concrete construction,1080606.0,128.17,2,2,2,Yes,Yes,9300000,77204.0,parking area,29.73,1700000,RPSQMLQJQHOFFBF56CA
Linkou,House and land (land + building) + parking space,30.83,Living,,,1080626,ground1 house1 park1,4,7,mansion,other,reinforced concrete construction,1080606.0,134.54,2,2,1,Yes,Yes,9350000,72989.0,parking area,29.73,1700000,RPORMLQJQHOFFBF88CA
Linkou,House and land (land + building) + parking space,25.69,Living,,,1080626,ground1 house1 park1,4,7,mansion,other,reinforced concrete construction,1080606.0,114.42,2,2,1,Yes,Yes,7850000,72844.0,parking area,28.62,1600000,RPQUMLQJQHOFFBF76CA
Linkou,House and land (land + building) + parking space,30.83,Living,,,1080626,ground1 house1 park1,7,7,mansion,other,reinforced concrete construction,1080606.0,134.54,2,2,1,Yes,Yes,9580000,74230.0,parking area,29.73,1800000,RPSUMLQJQHOFFBF96CA
Linkou,House and land (land + building) + parking space,37.94,Living,,,1080626,ground1 house1 park1,6,7,mansion,other,reinforced concrete construction,1080606.0,157.1,3,2,2,Yes,Yes,11480000,76784.0,parking area,29.73,1700000,RPVUMLQJQHOFFBF27CA
Linkou,House and land (land + building) + parking space,37.55,Living,,,1080626,ground1 house1 park1,6,7,mansion,other,reinforced concrete construction,1080606.0,155.32,3,2,2,Yes,Yes,11650000,78430.0,parking area,29.73,1800000,RPXUMLQJQHOFFBF47CA
Linkou,House and land (land + building) + parking space,37.55,Living,,,1080626,ground1 house1 park1,2,7,mansion,other,reinforced concrete construction,1080606.0,155.32,3,2,2,Yes,Yes,11600000,78032.0,parking area,29.73,1800000,RPPTMLQJQHOFFBF56CA
Linkou,House and land (land + building) + parking space,28.85,Living,,,1080626,ground1 house1 park1,7,7,mansion,other,reinforced concrete construction,1080606.0,124.72999999999901,2,2,1,Yes,Yes,8900000,75955.0,parking area,28.62,1600000,RPTTMLQJQHOFFBF96CA
Linkou,House and land (land + building) + parking space,29.64,Living,,,1080626,ground1 house1 park1,5,7,mansion,other,reinforced concrete construction,1080606.0,128.86,2,2,1,Yes,Yes,9650000,80307.0,parking area,28.62,1600000,RPWTMLQJQHOFFBF27CA
Shenkeng,House and land (land + building),7.21,Living,,,1080705,ground1 house1 park0,2,7,suite,living,reinforced concrete construction,840617.0,42.32,1,1,1,Yes,No,3300000,77977.0,,0.0,0,RPTOMLLMPHOFFCF88CA
Xizhi,House and land (land + building),15.59,Living,,,1080609,ground1 house1 park0,5,7,mansion,living,reinforced concrete construction,830207.0,80.98,1,2,2,Yes,No,7500000,92615.0,,0.0,0,RPXPMLNKQHOFFDF96CA
Freshwater,House and land (land + building) + parking space,40.4,Living,,,1080708,ground1 house1 park1,7,7,mansion,living,reinforced concrete construction,1060710.0,178.01,3,2,2,Yes,Yes,11300000,69950.0,mechanical and stereoscopic garage,35.05,1300000,RPWNMLLJQHOFFEF09CA
Luzhou,House and land (land + building),20.78,Living,,,1080611,ground1 house1 park0,4,7,mansion,living,reinforced concrete construction,960706.0,109.82,3,1,2,Yes,Yes,12500000,113823.0,,0.0,0,RPSOMLTLPHOFFGF27CA
Luzhou,House and land (land + building) + parking space,25.01,Living,,,1080514,ground1 house1 park1,4,7,mansion,living,reinforced concrete construction,821027.0,151.12,3,2,1,Yes,Yes,12450000,82385.0,parking area,0.0,0,RPXNMLKMPHOFFGF86CA
Yinge,House and land (land + building),27.37,Living,,,1080703,ground1 house2 park0,4,7,mansion,living,reinforced concrete construction,810430.0,140.16,5,2,2,Yes,Yes,7300000,52083.0,,0.0,0,RPRNMLPJQHOFFIF76CA
Yinge,House and land (land + building),12.59,Living,,,1080705,ground1 house1 park0,5,7,mansion,living,reinforced concrete construction,860109.0,63.12,2,2,1,Yes,Yes,3650000,57826.0,,0.0,0,RPOPMLQLPHOFFIF96DA
Xindian,House and land (land + building),20.55,Living,,,1080715,ground1 house1 park0,4,7,mansion,living,reinforced concrete construction,830524.0,120.95,3,1,2,Yes,No,8900000,73584.0,,0.0,0,RPPOMLKMPHOFFCF58EA
Freshwater,House and land (land + building),27.01,Living,,,1080711,ground1 house1 park0,1 ,7,suite,other,reinforced concrete construction,950424.0,80.44,4,0,4,Yes,Yes,6450000,80194.0,,0.0,0,RPOOMLKMQHOFFEF78EA
Banqiao,House and land (land + building),9.87,Living,,,1080704,ground1 house1 park0,4,7,suite,other,reinforced concrete construction,1041207.0,53.93,0,0,0,No,Yes,7300000,135361.0,,0.0,0,RPXNMLPJQHOFFAF76EA
