district,subject of transaction,total land transfer area square meters,urban land use zoning,non-urban land Use zoning,non-urban land use planning,transaction year and month,number of transaction pens,transfer level,total floors,building type,main use,main building material,year and month of completion of construction,total area of building transfer square meters,construction status-room,construction status-hall,construction status-bathroom,construction status-compartment,with or without management organization,total price,unit price per square meter,parking category,Car displacement to total area square meters,total parking price,numbers
Zhonghe,House and land (land + building),21.75,Living,,,1080630,ground4 house1 park0,4,5,apartment,living,reinforced concrete construction,680905.0,74.11,3,1,1,Yes,No,6340000,85549.0,,0.0,0,RPVPMLQLPHOFFHF57DA
Sanzhong,House and land (land + building),22.0,Living,,,1080625,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,820908.0,70.14,3,2,2,Yes,No,8000000,114058.0,,0.0,0,RPPOMLQLPHOFFGF76DA
Freshwater,House and land (land + building),7.48,Living,,,1080715,ground1 house1 park0,4,5,suite,living,reinforced concrete construction,800314.0,36.7,1,0,1,Yes,Yes,2080000,56676.0,,0.0,0,RPVPMLKMPHOFFEF76DA
Xizhi,House and land (land + building) + parking space,48.65,,hillside conservation area,hillside conservation,1080611,ground1 house1 park1,5,5,apartment,living,reinforced concrete construction,881005.0,115.05,3,2,2,Yes,No,5530000,48066.0,parking area,0.0,0,RPVPMLMJQHOFFDF66DA
Tree,House and land (land + building),32.93,Living,,,1080605,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,780725.0,124.3,3,2,2,Yes,No,7800000,62751.0,,0.0,0,RPUNMLLJQHOFFIF66CA
Three Gorges,House and land (land + building),25.11,Other,,,1080521,ground3 house1 park0,4,5,apartment,living,reinforced concrete construction,800627.0,99.3,3,2,2,Yes,No,5100000,51360.0,,0.0,0,RPPOMLQLPHOFFIF86CA
Zhonghe,House and land (land + building),25.37,Factory,,,1080613,ground1 house1 park0,1,5,apartment,factory,reinforced concrete construction,740627.0,97.33,0,0,1,Yes,No,10500000,107880.0,,0.0,0,RPPNMLRJQHOFFHF66CA
Zhonghe,House and land (land + building),24.36,Living,,,1080711,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,690129.0,84.08,3,2,1,Yes,No,7380000,87774.0,,0.0,0,RPTQMLPKQHOFFHF27CA
Zhonghe,House and land (land + building),35.05,Living,,,1080614,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,681117.0,106.66,3,2,1,Yes,No,8800000,82505.0,,0.0,0,RPXNMLLMPHOFFHF07CA
Yonghe,House and land (land + building),31.0,Living,,,1080604,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,680529.0,192.46,4,2,2,Yes,No,16800000,87291.0,,0.0,0,RPPOMLLMPHOFFHF98CA
Yonghe,House and land (land + building),33.4,Living,,,1080622,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,690731.0,114.34,4,0,4,Yes,No,10400000,90957.0,,0.0,0,RPWPMLQLPHOFFHF57CA
Yonghe,House and land (land + building),28.41,Living,,,1080622,ground2 house1 park0,3,5,apartment,living,reinforced concrete construction,701208.0,93.66,3,2,2,Yes,No,10500000,112108.0,,0.0,0,RPROMLQLPHOFFHF96CA
Zhonghe,House and land (land + building),38.3,Living,,,1080509,ground1 house1 park0,4,5,apartment,other,reinforced concrete construction,800308.0,97.5,3,2,2,Yes,No,8000000,82051.0,,0.0,0,RPXNMLTLPHOFFHF77CA
Yonghe,House and land (land + building),11.32,Living,,,1080611,ground1 house1 park0,5,5,suite,living,reinforced concrete construction,850831.0,67.08,1,1,1,Yes,No,3600000,53667.0,,0.0,0,RPROMLTLPHOFFHF27CA
Zhonghe,House and land (land + building),31.99,Living,,,1080704,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,780513.0,99.14,3,2,2,Yes,Yes,8700000,87755.0,,0.0,0,RPXNMLKMPHOFFHF96CA
Yonghe,House and land (land + building),26.0,Living,,,1080630,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,671030.0,88.89,3,2,1,Yes,No,12000000,134998.0,,0.0,0,RPTNMLQLPHOFFHF07CA
Sanzhong,House and land (land + building),18.8,Living,,,1080615,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,680926.0,72.0,2,2,1,Yes,No,6750000,93750.0,,0.0,0,RPSNMLQJQHOFFGF76CA
Sanzhong,House and land (land + building),9.08,Business,,,1080630,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,670223.0,37.6,1,1,1,Yes,No,3500000,93085.0,,0.0,0,RPQNMLLJQHOFFGF68CA
Sanzhong,House and land (land + building),21.2,Living,,,1080626,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,831101.0,75.38,3,2,2,Yes,No,6260000,83046.0,,0.0,0,RPQQMLTLPHOFFGF27CA
Luzhou,House and land (land + building) + parking space,41.14,Business,,,1080604,ground7 house1 park1,5,5,mansion,living,reinforced concrete construction,791114.0,211.93,5,2,4,Yes,Yes,20000000,94366.0,parking area,49.31,0,RPTPMLTLPHOFFGF47CA
Sanzhong,House and land (land + building),31.4,Living,,,1080128,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,711004.0,110.31,4,2,1,Yes,No,12500000,113317.0,,0.0,0,RPUPMLQLPHOFFGF27CA
Freshwater,House and land (land + building) + parking space,26.42,Living,,,1080628,ground2 house1 park1,3,5,apartment,living,reinforced concrete construction,870424.0,117.55,3,2,2,Yes,No,7300000,62101.0,parking area,0.0,0,RPVRMLRLQHOFFEF57CA
Ruifang,House and land (land + building),22.97,,rural area,rural,1080626,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,871124.0,69.22,4,2,2,Yes,Yes,1200000,17336.0,,0.0,0,RPPNMLTLPHOFFFF76CA
Freshwater,House and land (land + building),16.56,Living,,,1080612,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,840818.0,60.97,2,2,1,Yes,No,3850000,63146.0,,0.0,0,RPRPMLLLQHOFFEF98CA
Xizhi,House and land (land + building),21.37,Living,,,1080527,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,741210.0,90.55,3,2,2,Yes,No,7880000,87024.0,,0.0,0,RPQPMLPLPHOFFDF09CA
Taishan,House and land (land + building),21.7,Living,,,1080705,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,700220.0,66.17,3,2,1,Yes,No,5000000,75563.0,,0.0,0,RPXRMLQLPHOFFBF27CA
Banqiao,House and land (land + building),20.4,Living,,,1080704,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,,88.67,3,2,1,Yes,No,7500000,84583.0,,0.0,0,RPTPMLMKQHOFFAF78CA
Banqiao,House and land (land + building),18.32,Living,,,1080628,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,720325.0,77.73,3,2,1,Yes,No,7800000,100347.0,,0.0,0,RPOONLMJQHOFFAF18CA
Banqiao,House and land (land + building),25.9,Living,,,1080712,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,,104.77,3,2,2,Yes,No,3764500,35931.0,,0.0,0,RPSQMLTLPHOFFAF86CA
Banqiao,House and land (land + building),18.0,Living,,,1080605,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,,61.1,2,1,1,Yes,No,5300000,86743.0,,0.0,0,RPWQMLTLPHOFFAF27CA
Banqiao,House and land (land + building),25.0,Living,,,1080625,ground2 house1 park0,3,5,apartment,living,reinforced concrete construction,,91.98,3,2,1,Yes,No,7500000,81539.0,,0.0,0,RPURMLTLPHOFFAF17CA
Banqiao,House and land (land + building),21.8,Living,,,1080518,ground3 house1 park0,3,5,apartment,living,reinforced concrete construction,680905.0,70.72,2,2,1,Yes,No,7380000,104355.0,,0.0,0,RPXNMLQLPHOFFAF76CA
Tucheng,House and land (land + building),23.5,Living,,,1080708,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,691014.0,80.59,3,2,1,Yes,No,8000000,99268.0,,0.0,0,RPTRMLTLPHOFFAF07CA
Banqiao,House and land (land + building),18.83,Living,,,1080619,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,,80.33,3,1,1,Yes,No,5200000,64733.0,,0.0,0,RPVQMLKMPHOFFAF98CA
Tucheng,House and land (land + building),27.63,Living,,,1080625,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,731114.0,97.04,3,2,2,Yes,No,7980000,82234.0,,0.0,0,RPQNMLPJQHOFFAF48CA
Tucheng,House and land (land + building),30.6,Living,,,1080705,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770201.0,111.82,3,2,1,Yes,No,8250000,73779.0,,0.0,0,RPWOMLNKQHOFFAF09CA
Linkou,House and land (land + building) + parking space,128.05,Living,,,1080709,ground4 house1 park2,"1,2",5,mansion,other,reinforced concrete construction,1031216.0,370.93,3,2,3,Yes,No,39300000,105950.0,parking area,0.0,0,RPOTMLQLPHOFFBF56CA
Xinzhuang,House and land (land + building),20.89,Living,,,1080615,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,690311.0,83.04,2,1,1,Yes,No,5300000,63825.0,,0.0,0,RPVQMLMJQHOFFBF09CA
Xindian,House and land (land + building),27.83,Other,,,1080620,ground9 house1 park0,4,5,apartment,living,reinforced concrete construction,750114.0,81.77,3,2,1,Yes,Yes,5000000,61147.0,,0.0,0,RPOPMLQLPHOFFCF88CA
Xindian,House and land (land + building),73.54,Living,,,1080716,ground2 house1 park0,"1,-1",5,apartment,business,reinforced concrete construction,810123.0,238.18,3,2,2,Yes,No,15900000,66756.0,,0.0,0,RPRNMLKMPHOFFCF48CA
Xindian,House and land (land + building),28.59,Living,,,1080701,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,740509.0,103.09,3,2,2,Yes,No,7500000,72752.0,,0.0,0,RPOPMLKMPHOFFCF38CA
Xindian,House and land (land + building),24.13,Living,,,1080624,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,740509.0,97.02,3,2,2,Yes,No,6300000,64935.0,,0.0,0,RPPOMLTLPHOFFCF56CA
Xindian,House and land (land + building),31.47,Living,,,1080719,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,670119.0,133.92,4,2,2,Yes,No,15500000,115741.0,,0.0,0,RPPOMLQJQHOFFCF78CA
Freshwater,House and land (land + building),32.96,Living,,,1080623,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,780311.0,106.16,3,2,1,Yes,No,4750000,44744.0,,0.0,0,RPQNMLSLQHOFFEF76CA
Luzhou,House and land (land + building),37.19,Living,,,1080628,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,700907.0,137.0,3,1,1,Yes,No,11500000,83942.0,,0.0,0,RPPPMLLMPHOFFGF98CA
Zhonghe,House and land (land + building),30.01,Living,,,1080606,ground2 house1 park0,5,5,apartment,living,reinforced concrete construction,720601.0,95.6,3,2,2,Yes,No,11400000,119247.0,,0.0,0,RPXOMLTLPHOFFHF87CA
Zhonghe,House and land (land + building),29.96,Factory,,,1080627,ground2 house1 park0,5,5,apartment,factory,reinforced concrete construction,740121.0,107.89,2,1,1,Yes,No,8200000,76003.0,,0.0,0,RPWRMLMJQHOFFHF27CA
Zhonghe,House and land (land + building),45.83,Living,,,1080702,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770505.0,133.31,4,2,2,Yes,No,13800000,103518.0,,0.0,0,RPXOMLRJQHOFFHF57CA
Zhonghe,House and land (land + building),34.28,Living,,,1080621,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,700120.0,104.64,3,2,2,Yes,No,10150000,96999.0,,0.0,0,RPPOMLNLQHOFFHF56CA
Tree,House and land (land + building),39.43,,hillside conservation area,hillside conservation,1080718,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,860815.0,98.05,3,1,1,Yes,No,3500000,35696.0,,0.0,0,RPRTMLNKQHOFFIF27CA
Xindian,House and land (land + building),22.79,Living,,,1080701,ground3 house1 park0,5,5,apartment,living,reinforced concrete construction,720208.0,63.72,2,1,1,Yes,No,2350000,36880.0,,0.0,0,RPOOMLOKQHOFFCF68DA
Xindian,House and land (land + building),36.31,Living,,,1080622,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,760505.0,130.54,5,3,3,Yes,No,8500000,65114.0,,0.0,0,RPOOMLTLPHOFFCF56DA
Xizhi,House and land (land + building),22.55,Business,,,1080616,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,751016.0,82.41,3,2,1,Yes,No,6800000,82514.0,,0.0,0,RPWPMLMJQHOFFDF76DA
Sanzhong,House and land (land + building),29.51,Living,,,1080630,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,690718.0,105.0,6,4,3,Yes,No,8250000,78571.0,,0.0,0,RPPRMLLMPHOFFGF66DA
Sanzhong,House and land (land + building),10.4,Living,,,1080719,ground1 house1 park0,1,5,apartment,business,reinforced concrete construction,730724.0,39.22,0,0,0,No,No,4800000,122387.0,,0.0,0,RPQNMLTLPHOFFGF17EA
Luzhou,House and land (land + building),34.37,Living,,,1080718,ground2 house1 park0,3,5,apartment,living,reinforced concrete construction,770615.0,120.15,4,2,2,Yes,No,9000000,74906.0,,0.0,0,RPSPMLTLPHOFFGF57EA
Banqiao,House and land (land + building),24.8,Living,,,1080702,ground2 house1 park0,1,5,apartment,living,reinforced concrete construction,,91.68,0,0,0,No,No,11000000,119983.0,,0.0,0,RPRQMLKMQHOFFAF88EA
Linkou,House and land (land + building) + parking space,0.07,Living,,,1080719,ground1 house1 park1,4,5,apartment,living,reinforced concrete construction,980320.0,0.16,4,2,2,Yes,No,8720,0.0,garage,0.0,0,RPXQMLLJQHOFFBF76EA
Xinzhuang,House and land (land + building),8.69,Living,,,1080717,ground2 house1 park0,3,5,apartment,living,reinforced concrete construction,760611.0,32.05,2,1,1,Yes,No,3000000,93604.0,,0.0,0,RPPNMLQJQHOFFBF78EA
Tree,House and land (land + building),27.0,Business,,,1080531,ground2 house1 park0,5,5,apartment,living,reinforced concrete construction,,110.59,10,1,10,Yes,No,8860000,80116.0,,0.0,0,RPOOMLLJQHOFFIF88DA
Wugu,House and land (land + building),21.25,Living,,,1080703,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,800315.0,77.6,3,2,2,Yes,No,5080000,65464.0,,0.0,0,RPVQMLLJQHOFFBF09DA
Tree,House and land (land + building),29.0,Living,,,1080623,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,710218.0,83.12,3,1,1,Yes,No,5260000,63282.0,,0.0,0,RPQRMLQJQHOFFIF17CA
Tree,House and land (land + building),17.81,Living,,,1080514,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,720124.0,59.89,3,2,2,Yes,No,4150000,69294.0,,0.0,0,RPQOMLMJQHOFFIF09CA
Tree,House and land (land + building),23.62,Living,,,1080627,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,,85.47,3,2,2,Yes,No,6500000,76050.0,,0.0,0,RPWRMLMJQHOFFIF37CA
Zhonghe,House and land (land + building),47.67,Living,,,1080605,ground6 house1 park0,"4,5",5,apartment,living,reinforced concrete construction,781115.0,181.67,4,2,3,Yes,Yes,12000000,66054.0,,0.0,0,RPOOMLTKQHOFFHF96CA
Yonghe,House and land (land + building),24.63,Living,,,1080614,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,671107.0,86.36,3,2,1,Yes,No,7500000,86846.0,,0.0,0,RPTOMLQKQHOFFHF17CA
Zhonghe,House and land (land + building),24.24,Living,,,1080706,ground2 house1 park0,1,5,apartment,living,reinforced concrete construction,671028.0,91.68,4,2,2,Yes,No,15800000,172339.0,,0.0,0,RPPQMLMKQHOFFHF56CA
Zhonghe,House and land (land + building) + parking space,97.84,Other,,,1080609,ground4 house1 park1,1,5,mansion,living,other,980806.0,156.01,2,2,2,Yes,Yes,13000000,83328.0,parking area,29.8,0,RPUPMLPJQHOFFHF17CA
Zhonghe,House and land (land + building),22.44,Living,,,1080627,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,930903.0,106.74,2,2,2,Yes,No,8500000,79633.0,,0.0,0,RPQNMLKMPHOFFHF88CA
Yonghe,House and land (land + building),29.31,Living,,,1080624,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,750523.0,106.42,3,2,2,Yes,No,9800000,92088.0,,0.0,0,RPUNMLKMPHOFFHF66CA
Luzhou,House and land (land + building),20.36,Living,,,1080607,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,750529.0,83.15,0,0,0,No,No,6500000,78172.0,,0.0,0,RPVOMLPJQHOFFGF07CA
Sanzhong,House and land (land + building),22.38,Living,,,1080623,ground2 house1 park0,2,5,mansion,other,reinforced concrete construction,1050203.0,84.77,2,2,1,Yes,Yes,9100000,107349.0,,0.0,0,RPPPMLLJQHOFFGF78CA
Luzhou,House and land (land + building),22.87,Living,,,1080625,ground1 house1 park0,1,5,apartment,other,reinforced concrete construction,701224.0,91.0,3,2,2,Yes,No,12100000,132967.0,,0.0,0,RPRNMLKMPHOFFGF88CA
Luzhou,House and land (land + building),33.33,Living,,,1080518,ground2 house1 park0,5,5,apartment,living,reinforced concrete construction,740108.0,110.67,3,2,2,Yes,No,8420000,76082.0,,0.0,0,RPXOMLKMPHOFFGF96CA
Ruifang,House and land (land + building),27.21,,rural area,rural,1080628,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,871124.0,81.9,7,2,2,Yes,Yes,1100000,13431.0,,0.0,0,RPUNMLOKQHOFFFF76CA
Ruifang,House and land (land + building) + parking space,24.97,Business,,,1080702,ground1 house1 park1,3,5,mansion,living,reinforced concrete construction,841125.0,128.18,0,0,0,No,No,3800000,29646.0,mechanical and stereoscopic garage,0.0,0,RPPNMLMLQHOFFFF78CA
Freshwater,House and land (land + building),6.59,Living,,,1080604,ground1 house1 park0,5,5,suite,living,reinforced concrete construction,780310.0,28.46,1,1,1,Yes,No,1700000,59733.0,,0.0,0,RPPOMLKMPHOFFEF58CA
Xizhi,House and land (land + building),23.54,Living,,,1080603,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,701219.0,82.91,3,1,1,Yes,No,8000000,96490.0,,0.0,0,RPWOMLQLQHOFFDF17CA
Xizhi,House and land (land + building),41.39,,hillside conservation area,hillside conservation,1080712,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,840824.0,101.98,3,2,2,Yes,Yes,5500000,53932.0,,0.0,0,RPTRMLMKQHOFFDF66CA
Xindian,House and land (land + building),52.95,Other,,,1080715,ground6 house1 park0,3,5,apartment,living,reinforced concrete construction,700528.0,101.72,3,2,2,Yes,No,8600000,84546.0,,0.0,0,RPPNMLTKQHOFFCF09CA
Xinzhuang,House and land (land + building),24.0,Living,,,1080706,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,721205.0,79.28,3,2,1,Yes,No,5800000,73158.0,,0.0,0,RPVSMLTLPHOFFBF47CA
Tucheng,House and land (land + building),27.57,Living,,,1080704,ground1 house1 park0,5,5,apartment,other,reinforced concrete construction,711201.0,94.85,3,2,2,Yes,No,8500000,89615.0,,0.0,0,RPPRMLRLQHOFFAF56CA
Banqiao,House and land (land + building),27.6,Living,,,1080627,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,,109.06,3,2,2,Yes,No,12300000,112782.0,,0.0,0,RPRPMLLMPHOFFAF58CA
Tucheng,House and land (land + building),20.94,Living,,,1080601,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,,71.04,2,1,1,Yes,No,5390000,75873.0,,0.0,0,RPUQMLLJQHOFFAF78CA
Tucheng,House and land (land + building),28.16,Business,,,1080702,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,,104.53,3,2,2,Yes,No,9500000,90883.0,,0.0,0,RPQOMLQJQHOFFAF68CA
Tucheng,House and land (land + building),40.86,Living,,,1080610,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,760110.0,128.1,3,2,2,Yes,No,12400000,96799.0,,0.0,0,RPRSMLKLQHOFFAF78CA
Tucheng,House and land (land + building),26.12,Living,,,1080616,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,750507.0,87.04,3,2,1,Yes,No,7600000,87316.0,,0.0,0,RPTSMLKLQHOFFAF98CA
Banqiao,House and land (land + building),21.0,Living,,,1080628,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,,97.83,5,5,5,Yes,No,8700000,88930.0,,0.0,0,RPWOMLSJQHOFFAF86CA
Banqiao,House and land (land + building),27.2,Living,,,1080724,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,690718.0,100.93,4,1,1,Yes,No,10600000,105023.0,,0.0,0,RPOOMLNKQHOFFAF28CA
Xinzhuang,House and land (land + building),28.39,Living,,,1080708,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,691226.0,102.58,3,2,1,Yes,No,6200000,60441.0,,0.0,0,RPVRMLLMPHOFFBF66CA
Taishan,House and land (land + building),20.78,Living,,,1080705,ground2 house1 park0,3,5,apartment,living,reinforced concrete construction,700220.0,78.11,1,2,1,Yes,No,5900000,75535.0,,0.0,0,RPXPMLMJQHOFFBF56CA
Wugu,House and land (land + building),20.08,Living,,,1080614,ground1 house1 park0,1,5,apartment,business,reinforced concrete construction,711227.0,85.03,0,0,0,No,No,8000000,94084.0,,0.0,0,RPOQMLSJQHOFFBF98CA
Xinzhuang,House and land (land + building),27.88,Living,,,1080704,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,781213.0,122.27,4,2,2,Yes,No,8000000,65429.0,,0.0,0,RPOQMLMLQHOFFBF58CA
Xindian,House and land (land + building),31.4,Living,,,1080613,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,791101.0,126.00999999999900,4,2,2,Yes,Yes,8200000,65074.0,,0.0,0,RPXOMLNJRHOFFCF76CA
Xizhi,House and land (land + building) + parking space,34.75,,hillside conservation area,hillside conservation,1080629,ground1 house1 park1,4,5,apartment,living,reinforced concrete construction,880521.0,112.17999999999900,3,2,2,Yes,Yes,7600000,67748.0,mechanical and stereoscopic garage,0.0,0,RPXNMLLLQHOFFDF66CA
Sanzhong,House and land (land + building),27.31,Living,,,1080308,ground5 house1 park0,2,5,apartment,living,reinforced concrete construction,771010.0,111.19,3,2,2,Yes,No,9100000,81842.0,,0.0,0,RPUOMLLMPHOFFGF76CA
Yonghe,House and land (land + building),18.48,Living,,,1080621,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,671215.0,72.8,3,1,2,Yes,No,5500000,75549.0,,0.0,0,RPTPMLLMPHOFFHF86CA
Zhonghe,House and land (land + building),28.04,Living,,,1080318,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,830610.0,146.02,3,1,1,Yes,Yes,10000000,68484.0,,0.0,0,RPXOMLQJQHOFFHF47CA
Zhonghe,House and land (land + building) + parking space,35.92,Factory,,,1080702,ground1 house2 park1,5,5,apartment,factory,reinforced concrete construction,810417.0,170.46,3,2,3,Yes,No,14750000,86531.0,parking area,0.0,0,RPTSMLPJQHOFFHF37CA
Tree,House and land (land + building),28.82,Living,,,1080621,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,680101.0,90.39,3,1,1,Yes,No,5000000,55316.0,,0.0,0,RPOSMLLMPHOFFIF76CA
Three Gorges,House and land (land + building),30.28,Living,,,1080313,ground2 house1 park0,5,5,apartment,living,reinforced concrete construction,820721.0,109.06,3,2,2,Yes,No,5000000,45846.0,,0.0,0,RPTNMLLJQHOFFIF66DA
Banqiao,House and land (land + building),26.8,Other,,,1080624,ground1 house1 park0,5,5,apartment,factory,reinforced concrete construction,701204.0,96.92,2,2,1,Yes,No,7000000,72225.0,,0.0,0,RPXNMLKMQHOFFAF56EA
Zhonghe,House and land (land + building) + parking space,37.83,Factory,,,1080701,ground1 house1 park1,3,5,office,factory,reinforced concrete construction,810417.0,178.01,0,0,0,No,No,12900000,72468.0,parking area,36.05,0,RPPOMLLLQHOFFHF09DA
Yinge,House and land (land + building),21.4,Living,,,1080708,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,,92.97,3,2,1,Yes,No,4550000,48941.0,,0.0,0,RPWOMLLMPHOFFIF27DA
Zhonghe,House and land (land + building),35.47,Living,,,1080622,ground2 house1 park0,"2,3",5,apartment,living,reinforced concrete construction,771212.0,131.45,3,2,2,Yes,Yes,11770000,89540.0,,0.0,0,RPORMLLJQHOFFHF09DA
Banqiao,House and land (land + building),32.39,Living,,,1080714,ground2 house1 park0,1,5,apartment,living,reinforced concrete construction,,85.69,1,1,1,Yes,No,8500000,99195.0,,0.0,0,RPPPMLQLQHOFFAF09EA
Luzhou,House and land (land + building),33.23,Living,,,1080630,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,771010.0,104.69,3,2,2,Yes,No,8800000,84058.0,,0.0,0,RPRPMLQJQHOFFGF96DA
Tree,House and land (land + building),24.99,Living,,,1080621,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,,98.92,3,2,2,Yes,No,6600000,66721.0,,0.0,0,RPXNMLMJQHOFFIF07CA
Zhonghe,House and land (land + building),23.15,Living,,,1080708,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,671130.0,82.34,3,1,1,Yes,No,7350000,89264.0,,0.0,0,RPUQMLMKQHOFFHF07CA
Zhonghe,House and land (land + building),28.79,Living,,,1080705,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,690902.0,96.73,2,2,2,Yes,No,9200000,95110.0,,0.0,0,RPUPMLLJQHOFFHF76CA
Yonghe,House and land (land + building),27.4,Living,,,1080705,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,680316.0,90.46,3,2,2,Yes,No,11500000,127128.0,,0.0,0,RPRSMLLJQHOFFHF76CA
Sanzhong,House and land (land + building),26.86,Living,,,1080625,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,690718.0,90.0,4,0,4,Yes,No,10500000,116667.0,,0.0,0,RPUNMLQKQHOFFGF07CA
Sanzhong,House and land (land + building),11.0,Living,,,1080706,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,840214.0,36.67,1,1,1,Yes,No,3750000,102263.0,,0.0,0,RPPOMLLJQHOFFGF68CA
Sanzhong,House and land (land + building),27.81,Living,,,1080629,ground2 house1 park0,1,5,apartment,other,reinforced concrete construction,761013.0,98.28,0,0,0,No,No,11250000,114469.0,,0.0,0,RPXOMLLMPHOFFGF07CA
Freshwater,House and land (land + building),24.66,Living,,,1080706,ground1 house1 park0,-1,5,apartment,other,reinforced concrete construction,830628.0,125.14,5,0,5,Yes,Yes,4350000,34761.0,,0.0,0,RPWPMLQJQHOFFEF17CA
Xindian,House and land (land + building),30.52,Living,,,1080628,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,751205.0,103.34,3,2,2,Yes,No,6500000,62899.0,,0.0,0,RPSNMLLJQHOFFCF48CA
Wugu,House and land (land + building),31.18,Living,,,1080709,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,770428.0,106.43,3,1,1,Yes,No,5312000,49911.0,,0.0,0,RPWNMLMJQHOFFBF88CA
Tucheng,House and land (land + building),33.41,Other,,,1080712,ground1 house1 park0,4,5,suite,living,reinforced concrete construction,871130.0,39.93,1,1,1,Yes,Yes,2500000,62610.0,,0.0,0,RPUNMLMKQHOFFAF68CA
Tucheng,House and land (land + building),35.3,Living,,,1080610,ground1 house1 park0,1,5,apartment,other,reinforced concrete construction,770915.0,122.11,3,2,2,Yes,No,4900000,40128.0,,0.0,0,RPVNMLRJQHOFFAF56CA
Banqiao,House and land (land + building),17.8,Living,,,1080603,ground1 house1 park0,1,5,vendor,other,reinforced concrete construction,,74.58,0,0,0,No,No,20100000,269509.0,,0.0,0,RPVPMLQKPHOFFAF66CA
Banqiao,House and land (land + building),40.05,Living,,,1080609,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,,148.99,4,2,2,Yes,No,18000000,120813.0,,0.0,0,RPVNMLTKPHOFFAF76CA
